cliente_id;nombre_cliente;segmento_cliente;ciudad;edad;ingreso_estimado;producto;saldo_producto;cupo_credito;fecha_vencimiento;fecha_movimiento;categoria_consumo;monto_consumo;canal;estado_producto
C000554;Cliente 0554;Affluent;Manta;23,0;2445,71;Tarjeta De Crédito;91,24;3900,0;2027-08-26;2025-11-18;Supermarket;84,5;App;Activo
C000826;Cliente 0826;Joven;Guayaquil;50,0;596,12;Tarjeta De Crédito;586,38;1200,0;2029-06-05;2026-06-06;Technology;3,69;Pos;Activo
C002015;Cliente 2015;Mass;Guayaquil;40,0;1303,58;Tarjeta De Crédito;799,48;1600,0;2027-01-26;2026-01-10;Supermarket;24,92;Web;Activo
C002044;Cliente 2044;Mass;Cuenca;60,0;853,26;Tarjeta De Crédito;382,43;1400,0;2027-10-15;2025-06-29;Travel;17,62;Pos;Activo
C000756;Cliente 0756;Joven;Manta;44,0;492,59;Tarjeta De Crédito;384,92;800,0;2027-04-05;2025-09-18;Entertainment;132,22;App;Activo
C000752;Cliente 0752;Joven;Cuenca;47,0;456,6;Tarjeta De Crédito;200,3;700,0;2028-06-20;2025-11-28;Supermarket;22,03;Pos;Activo
C000397;Cliente 0397;Premium;Guayaquil;67,0;3278,61;Tarjeta De Crédito;5178,59;8400,0;2029-11-09;2026-02-23;Technology;198,89;Pos;Activo
C000951;Cliente 0951;Affluent;Quito;45,0;2377,29;Crédito De Consumo;5012,63;0,0;2028-08-27;2026-07-14;No Aplica;0,0;Web;Activo
C000755;Cliente 0755;Premium;Guayaquil;50,0;4207,24;Cuenta De Ahorros;11511,48;0,0;;2025-02-18;No Aplica;0,0;Web;Activo
C001892;Cliente 1892;Mass;Quito;45,0;350,0;Tarjeta De Crédito;165,82;500,0;2027-07-02;2025-09-22;Education;26,07;Pos;Activo
C001941;Cliente 1941;Joven;Guayaquil;42,0;984,08;Tarjeta De Crédito;375,39;1800,0;2027-05-29;2026-05-05;Food;6,57;Web;Activo
C002056;Cliente 2056;Mass;Guayaquil;29,0;1113,41;Cuenta De Ahorros;3511,66;0,0;;2026-07-27;No Aplica;0,0;App;Activo
C001195;Cliente 1195;Premium;Guayaquil;68,0;3235,69;Crédito De Consumo;13314,49;0,0;2026-12-20;2025-01-28;No Aplica;0,0;Branch;Activo
C001728;Cliente 1728;Mass;Manta;58,0;794,96;Crédito Hipotecario;91895,3;0,0;2031-03-23;2025-11-30;No Aplica;0,0;Atm;Activo
C001810;Cliente 1810;Mass;Guayaquil;43,0;1183,72;Tarjeta De Crédito;0,0;3100,0;2028-09-04;2025-09-29;Travel;274,53;Pos;Activo
C001291;Cliente 1291;Affluent;Guayaquil;36,0;2992,57;Cuenta De Ahorros;3958,04;0,0;;2026-05-23;No Aplica;0,0;Pos;Activo
C001932;Cliente 1932;Premium;Quito;44,0;6990,24;Tarjeta De Crédito;4751,49;17100,0;2027-04-26;2025-07-26;Supermarket;148,66;App;Activo
C000626;Cliente 0626;Affluent;Quito;51,0;3523,58;Tarjeta De Crédito;2335,83;8600,0;2030-09-08;2025-11-19;Travel;68,41;Pos;Activo
C001602;Cliente 1602;Pyme;Ambato;56,0;3486,42;Cuenta Corriente;8760,47;0,0;;2026-06-26;No Aplica;0,0;Pos;Activo
C001501;Cliente 1501;Mass;Quito;35,0;685,8;Crédito Hipotecario;80452,75;0,0;2028-12-12;2025-05-02;No Aplica;0,0;Branch;Activo
C000059;Cliente 0059;Affluent;Guayaquil;31,0;2880,75;Tarjeta De Crédito;349,88;7600,0;2027-05-27;2025-08-08;Fuel;269,79;Web;Activo
C001884;Cliente 1884;Pyme;Guayaquil;20,0;3923,69;Tarjeta De Crédito;2083,53;4100,0;2030-08-01;2025-10-14;Food;124,45;Branch;Activo
C001179;Cliente 1179;Mass;Guayaquil;28,0;1007,4;Tarjeta De Crédito;1459,98;3000,0;2029-07-23;2025-07-02;Technology;48,03;Pos;Activo
C001470;Cliente 1470;Pyme;Guayaquil;18,0;1533,17;Tarjeta De Crédito;1191,12;4400,0;2027-10-05;2026-06-04;Fuel;79,96;Pos;Activo
C000462;Cliente 0462;Joven;Quito;36,0;746,86;Tarjeta De Crédito;498,93;1300,0;2030-07-21;2025-06-05;Technology;27,42;App;Activo
C001453;Cliente 1453;Pyme;Ambato;20,0;1441,41;Cuenta Corriente;4721,35;0,0;;2025-09-27;No Aplica;0,0;App;Activo
C000919;Cliente 0919;Joven;Quito;46,0;1045,75;Tarjeta De Crédito;872,95;2000,0;2028-07-19;2026-06-07;Supermarket;52,33;App;Activo
C001541;Cliente 1541;Mass;Quito;32,0;711,96;Cuenta De Ahorros;2050,07;0,0;;2026-08-30;No Aplica;0,0;App;Activo
C001342;Cliente 1342;Joven;Guayaquil;42,0;532,55;Cuenta De Ahorros;1056,61;0,0;;2025-07-03;No Aplica;0,0;App;Activo
C000224;Cliente 0224;Joven;Quito;29,0;503,52;Crédito De Consumo;3072,39;0,0;2032-08-18;2025-05-21;No Aplica;0,0;Web;Activo
C001432;Cliente 1432;Mass;Quito;41,0;761,05;Tarjeta De Crédito;349,5;900,0;2030-07-15;2026-07-13;Travel;37,43;Pos;Activo
C002051;Cliente 2051;Premium;Quito;22,0;3720,24;Crédito Vehicular;10934,3;0,0;2030-10-20;2025-09-15;No Aplica;0,0;Branch;Activo
C002020;Cliente 2020;Joven;Quito;45,0;466,57;Crédito Vehicular;20117,74;0,0;2032-04-08;2025-01-15;No Aplica;0,0;Web;Activo
C001839;Cliente 1839;Mass;Manta;48,0;1661,06;Tarjeta De Crédito;619,8;1700,0;2029-11-24;2026-03-12;Others;86,21;Web;Activo
C000191;Cliente 0191;Mass;Cuenca;35,0;1357,34;Crédito Hipotecario;58056,62;0,0;2028-10-12;2026-02-21;No Aplica;0,0;App;Activo
C001804;Cliente 1804;Affluent;Guayaquil;18,0;2547,55;Tarjeta De Crédito;0,0;6300,0;2028-11-29;2026-05-30;Health;280,87;Pos;Activo
C001045;Cliente 1045;Joven;Guayaquil;23,0;1076,74;Tarjeta De Crédito;205,46;1400,0;2029-03-10;2025-11-07;Supermarket;12,02;Pos;Activo
C000522;Cliente 0522;Mass;Cuenca;41,0;853,05;Cuenta Corriente;5428,28;0,0;;2026-03-28;No Aplica;0,0;App;Activo
C000087;Cliente 0087;Mass;Guayaquil;47,0;797,22;Cuenta De Ahorros;1046,0;0,0;;2025-08-02;No Aplica;0,0;Atm;Activo
C000798;Cliente 0798;Mass;Manta;51,0;820,36;Tarjeta De Crédito;30,81;1500,0;2029-06-04;2026-08-21;Travel;53,88;Web;Activo
C001254;Cliente 1254;Mass;Guayaquil;46,0;827,24;Tarjeta De Crédito;333,12;2000,0;2027-05-26;2026-05-21;Entertainment;14,08;Pos;Activo
C001808;Cliente 1808;Premium;Quito;18,0;3833,19;Cuenta De Ahorros;19154,02;0,0;;2025-03-09;No Aplica;0,0;App;Activo
C002144;Cliente 2144;Mass;Cuenca;55,0;1257,71;Tarjeta De Crédito;1048,84;3700,0;2030-05-10;2025-03-25;Food;40,41;Branch;Activo
C000583;Cliente 0583;Affluent;Loja;36,0;1577,87;Cuenta De Ahorros;6080,47;0,0;;2025-03-11;No Aplica;0,0;App;Activo
C001219;Cliente 1219;Premium;Cuenca;18,0;6232,12;Cuenta Corriente;5984,2;0,0;;2025-01-22;No Aplica;0,0;Web;Activo
C000312;Cliente 0312;Mass;Quito;21,0;901,93;Crédito De Consumo;3799,49;0,0;2028-09-29;2026-01-21;No Aplica;0,0;Web;Activo
C001204;Cliente 1204;Affluent;Guayaquil;24,0;1669,62;Tarjeta De Crédito;621,41;2200,0;2028-06-06;2026-07-23;Fuel;48,76;Pos;Activo
C002191;Cliente 2191;Affluent;Loja;39,0;1997,48;Cuenta Corriente;5904,6;0,0;;2025-10-07;No Aplica;0,0;Web;Activo
C001377;Cliente 1377;Joven;Quito;38,0;1119,85;Tarjeta De Crédito;0,0;3100,0;2027-03-09;2026-01-18;Food;58,42;Pos;Activo
C000876;Cliente 0876;Mass;Guayaquil;35,0;603,29;Tarjeta De Crédito;33,59;1200,0;2030-01-26;2025-09-25;Food;11,24;Pos;Activo
C000678;Cliente 0678;Affluent;Quito;39,0;2492,72;Cuenta Corriente;3593,99;0,0;;2025-12-12;No Aplica;0,0;Branch;Activo
C001616;Cliente 1616;Mass;Guayaquil;38,0;1021,74;Tarjeta De Crédito;688,61;2200,0;2026-11-07;2026-06-25;Travel;81,34;Pos;Activo
C000890;Cliente 0890;Mass;Guayaquil;40,0;1429,48;Tarjeta De Crédito;204,9;3100,0;2028-12-31;2026-03-22;Technology;154,35;App;Activo
C002133;Cliente 2133;Affluent;Guayaquil;37,0;1578,64;Cuenta Corriente;1657,38;0,0;;2025-11-19;No Aplica;0,0;Web;Activo
C000879;Cliente 0879;Mass;Ambato;34,0;685,55;Tarjeta De Crédito;495,19;1300,0;2028-01-15;2026-03-31;Supermarket;16,67;App;Activo
C001930;Cliente 1930;Mass;Guayaquil;53,0;915,69;Tarjeta De Crédito;881,07;2100,0;2029-12-03;2025-12-28;Streaming;26,24;Pos;Activo
C000338;Cliente 0338;Mass;Quito;34,0;1337,42;Tarjeta De Crédito;1885,98;3700,0;2028-08-16;2025-04-13;Food;36,21;Branch;Activo
C001452;Cliente 1452;Mass;Quito;31,0;472,14;Tarjeta De Crédito;411,64;1300,0;2027-01-08;2026-08-09;Food;19,8;Atm;Activo
C001022;Cliente 1022;Mass;Guayaquil;18,0;523,86;Cuenta De Ahorros;1440,19;0,0;;2026-03-04;No Aplica;0,0;Branch;Activo
C001029;Cliente 1029;Mass;Ambato;32,0;811,18;Tarjeta De Crédito;347,79;1000,0;2028-07-05;2025-08-26;Entertainment;20,4;Pos;Activo
C000656;Cliente 0656;Mass;Quito;26,0;1107,83;Tarjeta De Crédito;216,51;1900,0;2026-10-31;2025-12-19;Fuel;66,81;Branch;Activo
C001341;Cliente 1341;Mass;Manta;32,0;821,09;Tarjeta De Crédito;560,51;900,0;2027-03-27;2026-06-27;Health;116,32;Pos;Activo
C000705;Cliente 0705;Mass;Guayaquil;60,0;1002,42;Tarjeta De Crédito;345,04;1300,0;2028-05-24;2025-06-28;Supermarket;69,58;Branch;Activo
C000010;Cliente 0010;Mass;Quito;45,0;695,13;Crédito De Consumo;4608,41;0,0;2031-06-23;2025-03-25;No Aplica;0,0;Web;Activo
C001209;Cliente 1209;Affluent;Guayaquil;22,0;2089,7;Tarjeta De Crédito;2066,54;4900,0;2027-02-05;2026-03-06;Supermarket;68,78;Pos;Activo
C000719;Cliente 0719;Pyme;Quito;40,0;2582,43;Tarjeta De Crédito;1606,53;6100,0;2029-01-20;2025-02-13;Entertainment;157,85;Atm;Activo
C000036;Cliente 0036;Mass;Cuenca;18,0;1709,76;Crédito De Consumo;7195,29;0,0;2027-10-14;2025-07-15;No Aplica;0,0;App;Activo
C001267;Cliente 1267;Premium;Quito;41,0;4644,62;Tarjeta De Crédito;3212,04;7400,0;2027-02-28;2025-12-05;Supermarket;60,56;Branch;Activo
C000411;Cliente 0411;Joven;Quito;31,0;611,88;Cuenta De Ahorros;2304,22;0,0;;2025-10-27;No Aplica;0,0;Web;Activo
C000376;Cliente 0376;Premium;Guayaquil;46,0;1741,64;Cuenta De Ahorros;9687,7;0,0;;2025-06-10;No Aplica;0,0;Atm;Activo
C000565;Cliente 0565;Mass;Quito;38,0;1201,96;Crédito De Consumo;3884,3;0,0;2030-09-10;2026-08-04;No Aplica;0,0;Web;Activo
C000793;Cliente 0793;Pyme;Quito;48,0;986,32;Crédito Vehicular;18244,15;0,0;2030-09-23;2025-01-09;No Aplica;0,0;App;Activo
C002054;Cliente 2054;Mass;Cuenca;56,0;778,43;Tarjeta De Crédito;394,95;900,0;2028-01-18;2026-08-26;Supermarket;25,83;Web;Activo
C002006;Cliente 2006;Affluent;Loja;38,0;2317,6;Crédito Vehicular;36730,26;0,0;2029-08-20;2025-08-10;No Aplica;0,0;Web;Activo
C000179;Cliente 0179;Affluent;Ambato;23,0;1926,31;Cuenta Corriente;1022,97;0,0;;2025-12-11;No Aplica;0,0;Atm;Activo
C000004;Cliente 0004;Mass;Guayaquil;53,0;2186,7;Cuenta De Ahorros;3016,39;0,0;;2026-03-10;No Aplica;0,0;Web;Activo
C001580;Cliente 1580;Mass;Quito;39,0;561,91;Tarjeta De Crédito;166,13;1400,0;2029-07-26;2025-09-07;Food;64,73;Branch;Activo
C001259;Cliente 1259;Mass;Quito;45,0;670,3;Cuenta Corriente;1882,75;0,0;;2026-01-24;No Aplica;0,0;Web;Activo
C000003;Cliente 0003;Affluent;Manta;31,0;2471,02;Tarjeta De Crédito;2135,69;6600,0;2028-06-06;2026-01-18;Food;126,99;Web;Activo
C001154;Cliente 1154;Affluent;Ambato;38,0;2395,4;Cuenta Corriente;6172,25;0,0;;2026-04-29;No Aplica;0,0;App;Activo
C001123;Cliente 1123;Mass;Guayaquil;32,0;1061,47;Tarjeta De Crédito;374,98;1700,0;2027-04-19;2026-04-22;Health;171,3;App;Activo
C000342;Cliente 0342;Mass;Cuenca;37,0;705,84;Tarjeta De Crédito;471,77;1100,0;2029-09-17;2026-03-14;Travel;33,78;Pos;Activo
C001365;Cliente 1365;Affluent;Guayaquil;67,0;1137,0;Tarjeta De Crédito;625,87;2200,0;2030-01-18;2025-02-11;Supermarket;280,99;Pos;Activo
C000877;Cliente 0877;Pyme;Loja;32,0;1854,11;Cuenta Corriente;2690,5;0,0;;2025-07-16;No Aplica;0,0;Web;Activo
C001028;Cliente 1028;Mass;Ambato;38,0;1156,82;Tarjeta De Crédito;226,16;3400,0;2027-11-13;2025-06-25;Travel;46,86;Branch;Activo
C000895;Cliente 0895;Affluent;Guayaquil;18,0;1758,52;Crédito Hipotecario;89937,92;0,0;2031-05-14;2026-05-10;No Aplica;0,0;App;Activo
C000148;Cliente 0148;Mass;Loja;29,0;705,23;Cuenta De Ahorros;2999,44;0,0;;2026-06-12;No Aplica;0,0;Branch;Activo
C000643;Cliente 0643;Joven;Guayaquil;29,0;713,25;Tarjeta De Crédito;370,77;800,0;2028-05-26;2025-03-29;Others;22,12;Pos;Activo
C001254;Cliente 1254;Mass;Guayaquil;46,0;827,24;Tarjeta De Crédito;333,12;2000,0;2027-05-26;2025-10-31;Technology;13,39;Branch;Activo
C001362;Cliente 1362;Premium;Manta;23,0;6519,54;Tarjeta De Crédito;6433,3;14600,0;2027-10-18;2025-08-16;Health;153,57;App;Activo
C001582;Cliente 1582;Joven;Cuenca;49,0;609,03;Crédito Vehicular;18059,25;0,0;2029-10-03;2026-06-07;No Aplica;0,0;Branch;Activo
C001591;Cliente 1591;Mass;Guayaquil;37,0;650,91;Cuenta Corriente;-100,0;0,0;;2026-05-07;No Aplica;0,0;Branch;Activo
C002012;Cliente 2012;Pyme;Guayaquil;32,0;2705,32;Tarjeta De Crédito;1700,16;7100,0;2027-02-06;2025-11-24;Entertainment;115,43;App;Activo
C002158;Cliente 2158;Mass;Manta;18,0;505,7;Crédito Vehicular;20801,88;0,0;2028-02-06;2025-12-15;No Aplica;0,0;Branch;Activo
C000361;Cliente 0361;Premium;Guayaquil;55,0;2979,86;Tarjeta De Crédito;1218,07;5500,0;2029-03-24;2026-02-13;Supermarket;255,23;Pos;Activo
C001727;Cliente 1727;Mass;Cuenca;22,0;882,05;Crédito De Consumo;2822,16;0,0;2029-01-02;2025-12-05;No Aplica;0,0;Web;Activo
C001411;Cliente 1411;Affluent;Cuenca;42,0;3441,93;Tarjeta De Crédito;4830,33;7200,0;2030-10-05;2026-02-20;Supermarket;163,09;Pos;Activo
C002198;Cliente 2198;Mass;Quito;31,0;1010,8;Tarjeta De Crédito;1094,34;1700,0;2027-08-14;2025-05-26;Technology;22,28;Pos;Activo
C000694;Cliente 0694;Premium;Guayaquil;43,0;4619,61;Tarjeta De Crédito;4344,56;10500,0;2030-09-19;2025-06-09;Supermarket;388,31;Web;Activo
C001331;Cliente 1331;Premium;Quito;55,0;3976,15;Tarjeta De Crédito;1376,75;7900,0;2029-12-17;2025-06-08;Fuel;654,02;Branch;Activo
C000976;Cliente 0976;Premium;Quito;50,0;4217,65;Tarjeta De Crédito;2877,68;6200,0;2029-11-08;2026-02-05;Others;78,45;Atm;Activo
C002030;Cliente 2030;Joven;Guayaquil;52,0;387,28;Tarjeta De Crédito;329,71;800,0;2029-10-13;2026-02-08;Food;13,33;Pos;Activo
C000510;Cliente 0510;Mass;Quito;29,0;880,46;Crédito Vehicular;15692,97;0,0;2031-12-04;2026-08-03;No Aplica;0,0;Atm;Activo
C001993;Cliente 1993;Pyme;Quito;25,0;1556,54;Cuenta Corriente;592,44;0,0;;2025-08-05;No Aplica;0,0;Atm;Activo
C001653;Cliente 1653;Pyme;Quito;30,0;3856,16;Tarjeta De Crédito;3084,91;11500,0;2028-04-16;2025-02-02;Travel;221,1;Pos;Activo
C002106;Cliente 2106;Pyme;Loja;41,0;3169,37;Tarjeta De Crédito;3443,01;9200,0;2029-04-26;2026-07-14;Entertainment;92,1;App;Activo
C000138;Cliente 0138;Mass;Quito;54,0;825,89;Tarjeta De Crédito;292,04;1500,0;2030-01-24;2026-05-09;Streaming;35,78;Pos;Activo
C001051;Cliente 1051;Pyme;Cuenca;18,0;5401,36;Tarjeta De Crédito;0,0;10900,0;2030-03-05;2025-09-16;Others;369,92;App;Activo
C001813;Cliente 1813;Joven;Quito;48,0;1172,55;Tarjeta De Crédito;559,85;2700,0;2029-06-30;2026-08-29;Food;92,43;Web;Activo
C001457;Cliente 1457;Mass;Guayaquil;30,0;731,97;Crédito De Consumo;4415,5;0,0;2030-05-24;2025-04-14;No Aplica;0,0;Branch;Activo
C002164;Cliente 2164;Pyme;Guayaquil;27,0;7229,81;Cuenta Corriente;4522,08;0,0;;2025-06-11;No Aplica;0,0;Branch;Activo
C002113;Cliente 2113;Pyme;Guayaquil;42,0;2592,0;Tarjeta De Crédito;3201,67;7600,0;2027-03-21;2025-06-20;Supermarket;253,83;Pos;Activo
C001858;Cliente 1858;Mass;Quito;24,0;2390,24;Cuenta Corriente;0,0;0,0;;2026-06-09;No Aplica;0,0;Web;Activo
C002141;Cliente 2141;Premium;Ambato;43,0;7267,33;Tarjeta De Crédito;7792,23;17900,0;2027-08-02;2026-07-27;Food;649,54;Pos;Activo
C002114;Cliente 2114;Mass;Guayaquil;28,0;588,17;Tarjeta De Crédito;0,0;1500,0;2030-07-12;2026-01-07;Entertainment;38,04;Pos;Activo
C000643;Cliente 0643;Joven;Desconocida;29,0;713,25;Tarjeta De Crédito;370,77;800,0;2028-05-26;2026-04-07;Travel;33,22;App;Activo
C000388;Cliente 0388;Mass;Quito;46,0;853,29;Crédito Vehicular;18638,8;0,0;2031-04-24;2026-02-28;No Aplica;0,0;Atm;Activo
C000531;Cliente 0531;Joven;Quito;56,0;670,99;Crédito Hipotecario;63849,91;0,0;2030-08-18;2026-04-26;No Aplica;0,0;Branch;Activo
C000284;Cliente 0284;Premium;Cuenca;65,0;8694,58;Tarjeta De Crédito;18157,12;22900,0;2030-01-02;2026-01-12;Technology;813,32;Pos;Activo
C000886;Cliente 0886;Mass;Guayaquil;29,0;1029,83;Cuenta Corriente;210,88;0,0;;2026-08-14;No Aplica;0,0;Web;Activo
C000270;Cliente 0270;Affluent;Guayaquil;45,0;3590,44;Tarjeta De Crédito;329,42;8500,0;2028-08-28;2025-02-15;Supermarket;1110,22;Pos;Activo
C002094;Cliente 2094;Mass;Cuenca;31,0;1238,08;Crédito Hipotecario;56724,39;0,0;2029-12-17;2026-01-13;No Aplica;0,0;Web;Activo
C001083;Cliente 1083;Mass;Cuenca;45,0;597,45;Tarjeta De Crédito;321,68;1700,0;2030-08-01;2026-04-28;Food;5,92;Branch;Activo
C000755;Cliente 0755;Premium;Guayaquil;50,0;4207,24;Crédito De Consumo;31168,53;0,0;2032-08-05;2026-07-06;No Aplica;0,0;Web;Activo
C000410;Cliente 0410;Mass;Manta;41,0;956,06;Tarjeta De Crédito;1753,33;2700,0;2030-03-11;2026-02-16;Entertainment;49,73;Pos;Activo
C001438;Cliente 1438;Mass;Ambato;49,0;834,8;Tarjeta De Crédito;1109,0;2200,0;2030-07-26;2025-04-29;Food;18,28;Web;Activo
C000275;Cliente 0275;Mass;Guayaquil;24,0;1452,64;Tarjeta De Crédito;2053,35;4300,0;2029-10-29;2025-04-10;Streaming;63,54;Pos;Activo
C001943;Cliente 1943;Pyme;Guayaquil;33,0;1920,72;Cuenta Corriente;4891,34;0,0;;2025-04-29;No Aplica;0,0;Branch;Activo
C000504;Cliente 0504;Mass;Quito;55,0;686,35;Crédito De Consumo;7169,71;0,0;2031-04-05;2025-01-04;No Aplica;0,0;Branch;Activo
C000449;Cliente 0449;Mass;Quito;18,0;1004,83;Cuenta Corriente;1145,43;0,0;;2026-06-17;No Aplica;0,0;Web;Activo
C000306;Cliente 0306;Premium;Quito;42,0;3837,12;Tarjeta De Crédito;1162,71;6700,0;2030-01-08;2025-05-18;Travel;99,69;App;Activo
C001330;Cliente 1330;Mass;Ambato;18,0;907,1;Cuenta De Ahorros;3928,43;0,0;;2026-06-16;No Aplica;0,0;Branch;Activo
C000739;Cliente 0739;Premium;Manta;52,0;3953,64;Tarjeta De Crédito;1899,51;9000,0;2028-06-20;2025-11-06;Health;108,24;Pos;Activo
C000721;Cliente 0721;Mass;Guayaquil;28,0;1225,46;Tarjeta De Crédito;1720,69;2900,0;2029-03-13;2025-07-16;Supermarket;55,72;App;Activo
C001052;Cliente 1052;Mass;Guayaquil;37,0;350,0;Crédito Vehicular;17545,88;0,0;2031-10-06;2025-12-21;No Aplica;0,0;Branch;Activo
C000913;Cliente 0913;Pyme;Guayaquil;27,0;2091,54;Tarjeta De Crédito;2364,93;5400,0;2026-11-02;2025-02-18;Travel;75,93;Pos;Activo
C001888;Cliente 1888;Joven;Quito;31,0;431,91;Tarjeta De Crédito;280,67;800,0;2029-01-05;2025-01-03;Entertainment;7,43;App;Activo
C002111;Cliente 2111;Premium;Guayaquil;42,0;3325,71;Tarjeta De Crédito;1006,41;5000,0;2026-10-09;2026-03-26;Others;189,54;Pos;Activo
C001320;Cliente 1320;Pyme;Cuenca;38,0;7250,0;Tarjeta De Crédito;4132,67;14300,0;2029-11-13;2026-01-02;Entertainment;509,87;Pos;Activo
C001173;Cliente 1173;Mass;Quito;34,0;989,23;Tarjeta De Crédito;322,32;1300,0;2030-03-17;2025-06-21;Fuel;47,26;Pos;Activo
C001248;Cliente 1248;Affluent;Quito;47,0;2442,61;Tarjeta De Crédito;1920,26;6500,0;2028-04-12;2025-10-11;Streaming;64,99;App;Activo
C001019;Cliente 1019;Affluent;Guayaquil;39,0;1958,11;Cuenta De Ahorros;4871,66;0,0;;2026-03-20;No Aplica;0,0;Web;Activo
C000872;Cliente 0872;Joven;Loja;38,0;1141,47;Cuenta De Ahorros;2894,7;0,0;;2025-11-21;No Aplica;0,0;Web;Activo
C000936;Cliente 0936;Mass;Manta;36,0;977,9;Tarjeta De Crédito;336,1;2300,0;2028-12-06;2026-04-25;Technology;34,0;App;Activo
C000590;Cliente 0590;Affluent;Quito;22,0;1567,1;Crédito Vehicular;16053,82;0,0;2027-04-20;2025-03-24;No Aplica;0,0;Atm;Activo
C002198;Cliente 2198;Mass;Quito;31,0;1010,8;Cuenta Corriente;4677,2;0,0;;2025-04-15;No Aplica;0,0;App;Activo
C000279;Cliente 0279;Mass;Cuenca;45,0;762,11;Crédito Hipotecario;46405,31;0,0;2030-09-05;2025-06-22;No Aplica;0,0;Web;Activo
C001186;Cliente 1186;Joven;Cuenca;36,0;1276,71;Cuenta Corriente;3048,8;0,0;;2025-06-23;No Aplica;0,0;Atm;Activo
C001583;Cliente 1583;Mass;Guayaquil;23,0;545,47;Crédito Hipotecario;71688,58;0,0;2031-03-29;2025-06-09;No Aplica;0,0;App;Activo
C000258;Cliente 0258;Mass;Quito;48,0;1405,36;Tarjeta De Crédito;60,87;3300,0;2028-01-03;2025-06-28;Streaming;81,16;Web;Activo
C001850;Cliente 1850;Mass;Guayaquil;61,0;627,38;Crédito De Consumo;5518,51;0,0;2026-11-07;2026-03-19;No Aplica;0,0;Branch;Activo
C000035;Cliente 0035;Pyme;Guayaquil;36,0;2601,37;Cuenta Corriente;3740,02;0,0;;2026-01-26;No Aplica;0,0;Branch;Activo
C001605;Cliente 1605;Pyme;Quito;18,0;4199,66;Tarjeta De Crédito;1381,8;7000,0;2028-03-04;2026-05-02;Health;231,46;App;Activo
C001007;Cliente 1007;Mass;Guayaquil;42,0;1413,7;Tarjeta De Crédito;1627,14;3700,0;2029-02-27;2026-05-30;Food;77,16;Pos;Activo
C000197;Cliente 0197;Mass;Guayaquil;40,0;1318,72;Cuenta De Ahorros;4882,63;0,0;;2026-05-14;No Aplica;0,0;Branch;Activo
C000564;Cliente 0564;Joven;Guayaquil;24,0;845,79;Cuenta Corriente;1345,93;0,0;;2026-01-08;No Aplica;0,0;App;Activo
C001709;Cliente 1709;Mass;Ambato;48,0;1165,92;Tarjeta De Crédito;1481,39;3300,0;2027-02-01;2025-05-19;Supermarket;36,28;Web;Activo
C000605;Cliente 0605;Joven;Quito;23,0;828,68;Cuenta De Ahorros;2138,76;0,0;;2026-03-07;No Aplica;0,0;App;Activo
C000327;Cliente 0327;Mass;Cuenca;45,0;1028,7;Tarjeta De Crédito;243,92;1800,0;2026-11-23;2026-07-28;Others;57,19;Pos;Activo
C000732;Cliente 0732;Pyme;Quito;48,0;1448,17;Tarjeta De Crédito;1212,08;3100,0;2027-05-17;2025-11-02;Food;60,48;Branch;Activo
C002041;Cliente 2041;Premium;Quito;34,0;4633,0;Crédito Vehicular;10425,71;0,0;2027-09-02;2025-08-06;No Aplica;0,0;Pos;Activo
C001222;Cliente 1222;Mass;Quito;24,0;851,6;Tarjeta De Crédito;1151,72;1900,0;2029-12-07;2026-06-26;Technology;50,68;Web;Activo
C000999;Cliente 0999;Mass;Guayaquil;32,0;1125,07;Crédito Hipotecario;65263,19;0,0;2029-02-19;2025-07-04;No Aplica;0,0;App;Activo
C000239;Cliente 0239;Premium;Guayaquil;58,0;5326,97;Tarjeta De Crédito;987,95;5800,0;2029-03-31;2025-01-08;Others;850,82;Pos;Activo
C000802;Cliente 0802;Pyme;Cuenca;60,0;2352,35;Crédito De Consumo;16746,62;0,0;2030-10-12;2025-04-22;No Aplica;0,0;Web;Activo
C001793;Cliente 1793;Mass;Guayaquil;44,0;636,16;Cuenta De Ahorros;2031,09;0,0;;2026-06-20;No Aplica;0,0;Atm;Activo
C002154;Cliente 2154;Affluent;Guayaquil;29,0;3785,79;Tarjeta De Crédito;256,5;7200,0;2030-01-06;2026-03-10;Others;294,07;Web;Activo
C002135;Cliente 2135;Affluent;Quito;56,0;1645,61;Tarjeta De Crédito;535,01;2100,0;2030-06-24;;Health;54,89;Pos;Activo
C000712;Cliente 0712;Joven;Guayaquil;53,0;770,09;Tarjeta De Crédito;9,05;1100,0;2029-03-20;2026-06-16;Streaming;193,23;Web;Activo
C000335;Cliente 0335;Pyme;Cuenca;43,0;3355,55;Tarjeta De Crédito;2347,73;5100,0;2030-05-21;2025-04-17;Education;305,51;App;Activo
C001648;Cliente 1648;Joven;Quito;29,0;374,93;Tarjeta De Crédito;194,17;1100,0;2027-08-12;2025-02-03;Streaming;19,83;Pos;Activo
C001292;Cliente 1292;Affluent;Quito;36,0;1812,92;Tarjeta De Crédito;1456,71;3200,0;2030-07-14;2026-07-21;Food;25,41;Pos;Activo
C000012;Cliente 0012;Mass;Cuenca;33,0;929,56;Tarjeta De Crédito;808,79;1400,0;2028-02-12;2025-05-04;Technology;17,36;Branch;Activo
C002196;Cliente 2196;Mass;Ambato;29,0;647,18;Tarjeta De Crédito;321,45;800,0;2030-08-27;2025-08-02;Health;38,41;Pos;Activo
